"prod_descricao";"prod_marca";"prod_URL";"prod_price";"prod_detalhe";"prod_comentario";"prod_avaliacao";"prod_dataref";"spo-temp";"spo-umid";"spo-uv";"bra-temp";"bra-umid";"bra-uv";"pve-temp";"pve-umid";"pve-uv";"flo-temp";"flo-umid";"flo-uv";"rj-temp";"rj-umid";"rj-uv"
"Protetor Solar Skinceuticals - UV Oil Defense FPS 80 Tinted - Universal";"Marca Skinceuticals";"https://b.us5.us.criteo.com/rm?dest=https%3a%2f%2fwww.epocacosmeticos.com.br%2fprotetor-solar-skinceuticals-uv-oil-defense-fps-80-tinted%2fp%3fidsku%3d47161&sig=1-El_3Tj-d4k-ja5an130pA8A-KydVenFmH63dUBImeQg&rm_e=RN1BqXsgOXZNGsyBbNLtSmk004NcY-FolDSuGBqzAOuzSumkkgni593zGpwlhqIE1XDCRArmOAxP5ZRg5i1pK86lfwFxTkXc_1UilyAm05mljrI0fu0uePcT_LfXzlh3kkB7TjuynD7CTyqAnCD4kmvfeU9lXWUWgfGm8hu3Vli8QmpnkRR1MxGYyL_ip6dKjDAmhymkBnBx4Qtc_gi2O8S0TW5P8CwPol-JhB2bBqT0cbOg4l8ukUWfNPjQ8usDqLelKqbJpRVgPz6VIahCTMXzYIcQN6yyCqh6ZbiTeuyFqcjVjhQiOlGYnLh3oiuO4LweEqXp8iOnN8F6SXtXgK_PWkNa0GmnVnZXzY8EwjdV3nEHLmondr8jBS3KoBgvAr78fsuH0A48ohMLATvnu5QN3dlJXC61VlFLP93R8kzuYu60xg0U10fFHzljI-HK&ev=4";"159,00 em 2x de R$ 79,50";"UV Oil Defense FPS 80 Tinted é um protetor solar facial inovador que garante muito alta proteção FPS 80, combinada ao controle da oleosidade ao longo do dia com uma textura leve e confortável. Sua fórmula possui amplo espectro de proteção atuando desde o UVB até o UVA longo, protegendo a pele do envelhecimento proveniente da exposição ao sol. Possui cor que se adapta a todos os tipos de pele.

UV Oil Defense FPS 80 Tinted também contém uma tecnologia exclusiva SkinCeuticals, a Mimetic technology, que se adapta à superfície cutânea, com efeito segunda pele, o que traz um acabamento imperceptível ao toque, com sensação confortável na pele com pigmentos naturais com proteção contra luz visíveis.

Benefícios: 
- Muito alta proteção FPS 80 
- Controle do brilho
- Absorção da oleosidade
- Sensação de conforto na pele
- Toque imperceptível 
- Uniformização do tom
- 40g

Tecnologia: 
- Complexo UV Defense: combinação inteligente de filtros orgânicos e minerais selecionados para uma muito alta proteção contra as radiações solares (raios UVB, UVA e UVA Longo).
- Mimetic technology: tecnologia exclusiva SkinCeuticals que se adapta a superfície cutânea, proporcionando um efeito segunda pele, de acabamento imperceptível ao toque, com sensação confortável e sem filme branco.
- Sílica aerada: ativo de alta absorção que contribui para o controle da oleosidade e do brilho ao longo do dia.

Modo de Usar: 
Utilizar diariamente mesmo em dias de chuva. Aplique abundantemente sobre a pele antes da exposição ao sol. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. É necessária a reaplicação do produto para manter a sua efetividade";"Laira B.
14/09/2024
Ótima cobertura e proteção! Gostei muito!!
Sim, eu recomendo este produto
Esta avaliação foi útil?
0
Andreza C.
07/09/2024
A cor se adapta com facilidade e a textura é perfeita.
Sim, eu recomendo este produto
Esta avaliação foi útil?
0
joanna g.
26/08/2024
Não era tudo que esperava
Achei ele muito seco. Não desliza na pele.
Sim, eu recomendo este produto
Esta avaliação foi útil?
0
Luciana C.
16/08/2024
Cumpre o que promete
Cor se espalha e fica homogênea facilmente. Toque realmente seco. Brilho zero. Uma perfeição
Esta avaliação foi útil?
0";4.7;"2024-09-18 11:27:10.849791";19.2;64;7;28.2;40;8;31.4;52;10;21;69;5;24.1;61;8
"Protetor Solar SkinCeuticals - UV Oil Defense FPS 80 - 40g";"Marca Skinceuticals";"https://b.us5.us.criteo.com/rm?dest=https%3a%2f%2fwww.epocacosmeticos.com.br%2fprotetor-solar-skinceuticals-uv-oil-defense-fps-80%2fp%3fidsku%3d34747&sig=1-dwku-KkCUSbENEXElqfPR6ARgWWimYy1CrnpJcEL-bU&rm_e=kXxq3ifFTFFBdQoRAfCBY84eVCqGqeRhNkde7743IX1VLg7-EjAkfcBUqECcqR5muoZIQRyjAZb8AJm9xqtspF3vHjeJEaePTAdm3y2mtK0feFkMXCZJEv7h1LmYGUHHqqwOjXJJ3gfYZbphh7CeHO-NeXVxzouRC1Bm7WVlXC92vniEdjNgEsmPWyWcZzY2nxk28VAsJ3zvsCRdJx-wbe0-9BHRn8JqMqaRzslAG29MXbJ6UVNmCFaNql2wu2xdn-SorkiFZQSNj6XVMp2AZ7jsXUm2VXSIn1hU5gBVYidN-cbAVuQoh3t2uPOnKSNAxfrXeVHkUE1UHARWjMCPzJ8zrEe8CDPrwDo2R_h0m3J6vvbxvp5Cs_4GZl4XqUFdKvwdhp-l26w69cuHNeJlyFQFDMNGfDxhcnbt3EIl3VXdvSZTumwRkdbfiQjryR7x&ev=4";"159,00 em 2x de R$ 79,50";"UV Oil Defense FPS 80 é um protetor solar facial inovador que garante muito alta proteção FPS 80, combinada ao controle da oleosidade ao longo do dia com uma textura leve e confortável.

Sua fórmula possui amplo espectro de proteção atuando desde o UVB até o UVA longo, protegendo a pele do envelhecimento proveniente da exposição ao sol. 

Mesmo com muito alta proteção, em função de sua tecnologia exclusiva, a Mimetic Technology, UV Oil Defense FPS 80 é capaz de se adaptar à superfície cutânea, com efeito segunda pele. Essa tecnologia traz um acabamento imperceptível ao toque, com sensação confortável na pele e sem filme branco.

Indicado:
Todos os tipos de pele, inclusive mistas e oleosas.

Benefícios:
• Muito alta proteção solar FPS 80; 
• Sistema de proteção inteligente ultra-resistente; 
• Alta absorção e controle da oleosidade; 
• Exclusiva Mimetic Technology: com efeito segunda pele, sem filme branco.

Ativos:
Pela primeira vez SkinCeuticals conseguiu desenvolver uma fórmula que combinasse a mais alta proteção FPS 80 com uma textura leve e imperceptível. Devido a um sistema especial de filtros, majoritariamente hidrofílicos (a base de água), ele consegue atingir um FPS maior sem tornar a textura pesada. Com a exclusiva Mimetic Technology, sua fórmula gel-polimera ao secar forma uma rede super aderente que mimetiza o aspecto natural da pele, promovendo um acabamento leve, confortável e imperceptível.

Modo de Usar:
Utilizar diariamente mesmo em dias de chuva. Aplique abundantemente sobre a pele antes da exposição ao sol. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. É necessária a reaplicação do produto para manter a sua efetividade.";"Bruna R.
28/08/2024
É um protetor solar mais denso, não é tão aquoso. Tenho um pouco de dificuldade em espalhar, principalmente nas laterais, perto do cabelo. Porém, deixa a pele bem sequinha. Minha dermatologista indicou
Esta avaliação foi útil?
0
Gabriela M.
04/08/2024
Ele é excelente! Acredito que para quem tem pele oleosa o ideal, ele é super sequinho
Sim, eu recomendo este produto
Esta avaliação foi útil?
0
Simone f.
22/07/2024
Eu recomendo, pois a textura é maravilhosa.
Sim, eu recomendo este produto
Esta avaliação foi útil?
0
Virginia M.
02/05/2024
Oil free
Toque seco e fácil de aplicar
Sim, eu recomendo este produto
Esta avaliação foi útil?
0";4.8;"2024-09-18 11:27:10.849791";19.2;64;7;28.2;40;8;31.4;52;10;21;69;5;24.1;61;8
"Protetor Solar Facial La Roche-Posay Anthelios Airlicium+ Fluido FPS50 - 40ml";"Marca La Roche-Posay";"https://b.us5.us.criteo.com/rm?dest=https%3a%2f%2fwww.epocacosmeticos.com.br%2fprotetor-solar-facial-la-roche-posay-anthelios-airlicium-fluido-fps50%2fp%3fidsku%3d72067&sig=1-6LBCXzBSKHDAcZYEspR19C1Q0osVQkGA-4RJBnvxNXk&rm_e=3rcISnHSJmfT9BT7twTYxO9SRYwoprccleq39Stw59p3_cXGG05Oao5Hmvjo40PkcgVaAnMWh6cXkq7joWgEcLF9bDpw20xGhDyEOUXbo8BBsBbRLzIynz_cBib3DaBaxWjPcxMl3wLXdSw8Qv5Stzueyy1H2zvybf_rBtbrIa3qJysSNFBwHHOd1A9MdXWxFeOuhWS5OcWvdCM1ERfr1erDt9Nf0hbn42yBFx8ESO_7IOn3SCLRThplS22OSseJW_LYVptFpd3DCRqpD2lKOIW3Z9W0yIPEWaVDbycf85BqsKJYYCDV0aBVAey73CtcwXoX3Wg-2U3LrHvqo9f7M3m3-6vzF3iaC7TF8ydtBxlFuZI3sXeay2Nl2Lz1-_jrxZX9n0F1uGdAgNVj-5NbidjXOzJ35wlgSl5Dy6AYmJmQwtNhPiBgigQFbcHVoyof&ev=4";"109,90";"Brinde Card Sample Banderas Icon Woman 1Un (Imagem Ilustrativa)";"SEM COMENTARIOS";0;"2024-09-18 11:27:10.849791";19.2;64;7;28.2;40;8;31.4;52;10;21;69;5;24.1;61;8
"Vichy Kit - Protetor Solar + Gel de Limpeza - Kit";"Marca Vichy";"https://b.us5.us.criteo.com/rm?dest=https%3a%2f%2fwww.epocacosmeticos.com.br%2fvichy-kit-protetor-solar-gel-de-limpeza%2fp%3fidsku%3d79992&sig=1-Xi0MqQgUPks395PEleNHf3RIPBs22GCxH85ZvwjLNxk&rm_e=PjC5m10c09MjXAAIVn8OHYdGLHkSuM-eW80mTWN5tUXhd4X7pPDLE8EsZLtPNino_qeLjB8m-Kj-UtaYM1pt7_XAZ39ykxjlzGxGOGZu2_O1ThCQqq3SFPrTdczdwDLVHytiDSIscD5OF2keGaD-f-JeZ-cD3JU8XyWaCvn5w7U863N9lVwXrIeyTjlmY9Ybx9BaNhcJcqLumWsewBCdAfPqf7Lyo9SqohFTHeHvF_aXYhNVnyCMQAka8DDfTosVAw5_F6zRHnMdCmO9_DnFs5UwsG7y3RFLfqzLtgpRli1yrZdTWfqKd_Dd7pb6QJOuW5Vc7lMpTi1YfDDd_zlVkRIzyJxTN68_J6fJKwIR-haUjnpSyJ4y_JKKw6qXbSaqeEvr6vwdINIIgSitYQ1Wr1KgmUvymm3AQfylUoegV7Q&ev=4";"106,90";"Brinde Card Sample Banderas Icon Woman 1Un (Imagem Ilustrativa)";"SEM COMENTARIOS";0;"2024-09-18 11:27:10.849791";19.2;64;7;28.2;40;8;31.4;52;10;21;69;5;24.1;61;8
"Protetor Solar Facial Bioderma Photoderm Cover Touch FPS 50+ - Claro";"Marca Bioderma";"https://recs.algorecs.com/rrserver/api/find/v1/track/click/c85912f892c73e30?a=c85912f892c73e30&vg=fb006388-7421-4d39-4f77-7c6481615c76&pti=2&pa=find&hpi=0&stn=PersonalizedProductSearchAndBrowse&stid=184&rti=2&sgs=&u=&mvtId=-1&mvtTs=1726669624217&uguid=fafe6388-7421-4d39-4f77-7c6481615c76&channelId=WEB&s=fde86c9c-3508-4ee2-a198-561a3c46d33e&pg=-1&page=1&query=protetor+solar+facial&lang=pt&searchConfigId=5b44b8a0947195000ef22caf&searchType=CATALOG&p=42453&ind=8&ct=https%3A%2F%2Fwww.epocacosmeticos.com.br%2Fprotetor-solar-facial-bioderma-photoderm-cover-touch-fps-50-cor%2Fp&redirect=true";"88,13";"Photoderm Cover Touch FPS 50+ é a 1ª² proteção mineral com cobertura total¹ especialmente formulada para peles oleosas. Sua textura revolucionária oferece proteção e cobertura de longa duração em uma fórmula leve e minimalista que deixa a pele respirar, mantendo-a uniforme, confortável e livre de oleosidade o dia todo³.

Com filtros e pigmentos 100% físicos e minerais, Photoderm Cover Touch FPS 50+oferece muito alta proteção contra a radiação UVB, UVA e luz visível. Dia após dia, Photoderm Cover Touch FPS 50+ reduz a oleosidade³ através da patente Fluidactiv™, prevenindo o surgimento de novos cravos e espinhas.

Textura revolucionária:
Tecnologia com pigmentos que se dispersam perfeitamente para uma cobertura total que não obstrui os poros, não craquela e não acumula em linhas de expressão. Alta fixação mesmo em condições extremas: fórmula muito resistente à água, suor e calor. Não transfere4 e não derrete ao longo do dia, com 08h de efeito base com controle do brilho e da oleosidade³. 

Sobre a marca:
Na BIODERMA a pele é nossa paixão, nossa expertise, nosso modelo. É observando a biologia da pele e analisando o que ela faz de melhor que nós encontramos a inspiração para criar cuidados dermatológicos que restauram e fortalecem o equilíbrio natural da pele, preservando sua saúde e a beleza de forma duradoura.";"Daniela R.
13/09/2024
Recomendo, mas não deixe cair nem uma gota em tecido pq não sai
Sim, eu recomendo este produto
Esta avaliação foi útil?
0
Maria i.
02/09/2024
Produto para pele oleosa
Produto realça as linhas de expressões a pele fica com aspecto ressecado
Não, eu não recomendo este produto
Esta avaliação foi útil?
0
Euza A.
27/08/2024
Excelente..o produto é perfeito
Sim, eu recomendo este produto
Esta avaliação foi útil?
0
Daniela B.
26/08/2024
Perfeito
O melhor e a cor ideal Poderia ser maior a embalagem Mas é o melhor de todos
Sim, eu recomendo este produto
Esta avaliação foi útil?
0";4.4;"2024-09-18 11:27:10.849791";19.2;64;7;28.2;40;8;31.4;52;10;21;69;5;24.1;61;8
"Protetor Solar Facial L'Oréal Paris Solar Expertise Antirrugas FPS 60 - 40g";"Marca L'Oréal Paris";"https://recs.algorecs.com/rrserver/api/find/v1/track/click/c85912f892c73e30?a=c85912f892c73e30&vg=fb006388-7421-4d39-4f77-7c6481615c76&pti=2&pa=find&hpi=0&stn=PersonalizedProductSearchAndBrowse&stid=184&rti=2&sgs=&u=&mvtId=-1&mvtTs=1726669624217&uguid=fafe6388-7421-4d39-4f77-7c6481615c76&channelId=WEB&s=fde86c9c-3508-4ee2-a198-561a3c46d33e&pg=-1&page=1&query=protetor+solar+facial&lang=pt&searchConfigId=5b44b8a0947195000ef22caf&searchType=CATALOG&p=6091&ind=9&ct=https%3A%2F%2Fwww.epocacosmeticos.com.br%2Fsolar-expertise-facial-antirrugas-fps-60-l-oreal-paris-protetor-solar%2Fp&redirect=true";"46,20";"O Protetor Solar Facial Anti-rugas FPS 60 de L'Oréal Paris é um protetor solar facial de uso diário desenvolvido para todos os tipos de pele. Possui filtros solares de altíssima eficácia que entregam alta proteção contra os raios UVA/UVB, prevenindo o envelhecimento cutâneo provocado pela exposição ao sol (rugas e manchas solares). 

Dupla ação antienvelhecimento: sua fórmula é enriquecida com Ativo Hialurônico que hidrata a pele, reduzindo e prevenindo o surgimento de rugas graças a sua ação preenchedora.

Além de alta proteção UVA/UVB contra os efeitos do sol, possui textura leve e fácil de espalhar. Sua fórmula de alta tecnologia é de fácil aplicação, possui rápida absorção oil-free e resistência à água.

Seu rosto até 30 vezes mais protegido do que se você não tivesse aplicado o produto.

Benefícios: 
- Alta proteção contra raios UVA e UVB
- Rosto até 30 vezes mais protegido.
- Previne rugas e hidrata a pele, devido ao Ativo Hialurônico.
- Previne o envelhecimento solar
- Previne rugas e manchas solares
- Rápida absorção
- Oil-free

Modo de Usar: 
Aplique abundantemente sobre a pele 30 minutos antes da exposição ao sol. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. 

A Linha: 
Os Laboratórios L'Oréal Paris desenvolveram o Solar Facial Expertise que oferece proteção solar de amplo espectro contra os raios UVA, responsáveis pelo envelhecimento da pele, e UVB, que causam queimaduras solares. Previne a aparição de rugas, manchas solares e queimaduras provocadas pelo sol, preservando a elasticidade e a hidratação natural da pele. As fórmulas são resistentes à água, com textura leve de rápida absorção.";"Stela I.
11/09/2024
Deixa o rosto um pouco branco, mas de resto é bom.
Esta avaliação foi útil?
0
Bruna F.
09/07/2024
Gostei mas tem que passar pouquinho! Se não parece que a pele tá oleosa
Sim, eu recomendo este produto
Esta avaliação foi útil?
0
Alexandra D.
17/04/2024
Que faz jus ao descrito na embalagem
excelente produto,deixa a pele macia!
Sim, eu recomendo este produto
Esta avaliação foi útil?
0
ELESANDRA D.
01/04/2024
Gostei muito do produto. Deixa a pele macia , clareia e lisa.
Sim, eu recomendo este produto
Esta avaliação foi útil?
0";4.5;"2024-09-18 11:27:10.849791";19.2;64;7;28.2;40;8;31.4;52;10;21;69;5;24.1;61;8
"Protetor Solar Facial Para Pele Oleosa Neutrogena Sun Fresh Derm Care FPS70 - Clara";"Marca Neutrogena";"https://recs.algorecs.com/rrserver/api/find/v1/track/click/c85912f892c73e30?a=c85912f892c73e30&vg=fb006388-7421-4d39-4f77-7c6481615c76&pti=2&pa=find&hpi=0&stn=PersonalizedProductSearchAndBrowse&stid=184&rti=2&sgs=&u=&mvtId=-1&mvtTs=1726669624217&uguid=fafe6388-7421-4d39-4f77-7c6481615c76&channelId=WEB&s=fde86c9c-3508-4ee2-a198-561a3c46d33e&pg=-1&page=1&query=protetor+solar+facial&lang=pt&searchConfigId=5b44b8a0947195000ef22caf&searchType=CATALOG&p=43256&ind=10&ct=https%3A%2F%2Fwww.epocacosmeticos.com.br%2Fprotetor-solar-com-cor-neutrogena-sun-fresh-oily-skin-fps-70%2Fp&redirect=true";"55,90";"O que é e para que serve? 
Protetor Solar Facial Para Pele Oleosa Neutrogena Sun FreshDerm Care FPS 70, 40g, controla a oleosidade por 12h, com complexo antioxidante rejuvenescedor e efeito matte de longa duração. 

Com textura ultraleve e sequinha que não derrete. 

A exclusiva tecnologia HELIOPLEX XP oferece alta proteção ampla e eficaz contra os raios UVB, UVA e ajuda contra a luz visível.

Benefícios e diferenciais: 
Com sílica que atua na oleosidade da pele;
Complexo antioxidante rejuvenescedor formado por:
-> Niacinamida: ativo clareador de sinais causados pelo sol;
-> Feverfew: Poderoso antioxidante; 
-> Vitamina C: Antioxidante;

Dermatologicamente testado. 
Não comedogênico e não obstrui poros.

Como usar: 
Aplique abundantemente antes da exposição ao sol. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. *É necessária a reaplicação do produto a cada 2 horas para manter a efetividade da proteção solar. Uso diário. Conservar em local fresco e ao abrigo da luz solar direta.

Precauções: 
Uso Externo. 
Evite contato com os olhos. 
Caso isso aconteça, enxágue-os com água em abundância. 
Descontinue o uso se surgirem irritações na pele. 
Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. 
O produto ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação. 
Evite exposição prolongada das crianças ao sol. 
Para crianças menores de 6 (seis) meses, consultar um médico. 
Conserve fora do alcance das crianças. 
Em contato com tecido, pode causar manchas.";"SEM COMENTARIOS";0;"2024-09-18 11:27:10.849791";19.2;64;7;28.2;40;8;31.4;52;10;21;69;5;24.1;61;8
"Protetor Solar Facial FPS 70 Clareador Anasol - 60g";"Marca Anasol";"https://recs.algorecs.com/rrserver/api/find/v1/track/click/c85912f892c73e30?a=c85912f892c73e30&vg=fb006388-7421-4d39-4f77-7c6481615c76&pti=2&pa=find&hpi=0&stn=PersonalizedProductSearchAndBrowse&stid=184&rti=2&sgs=&u=&mvtId=-1&mvtTs=1726669624217&uguid=fafe6388-7421-4d39-4f77-7c6481615c76&channelId=WEB&s=fde86c9c-3508-4ee2-a198-561a3c46d33e&pg=-1&page=1&query=protetor+solar+facial&lang=pt&searchConfigId=5b44b8a0947195000ef22caf&searchType=CATALOG&p=36137&ind=11&ct=https%3A%2F%2Fwww.epocacosmeticos.com.br%2Fprotetor-solar-facial-fps-70-clareador-anasol%2Fp&redirect=true";"54,90";"Uso diário, para todo tipo de pele. Loção oil free com toque seco. Contém Niacinamida que auxilia no clareamento e uniformização da pele, Aloe Vera, Pró-Vitamina B5, Argila e Vitamina E que promovem hidratação, redução da oleosidade e neutralização dos radicais livres. 

Com ação antissinais, auxilia na prevenção das rugas, envelhecimento precoce e queimaduras causadas pelos raios solares. Contém proteção UVA equivalente a, no mínimo, 1/3 do FPS declarado (proteção UVB). Ajuda a proteger contra a luz visível e minimiza os danos mais profundos na pele causados pelos raios infravermelhos (IV), devido à ação antioxidante do produto. Oferece proteção muito alta. Dermatologicamente testado. Formulado de maneira a minimizar possível surgimento de alergia. 

Benefícios:
? FPS 70 - Ampla Proteção: UVA, UVB, luz visível e raios infravermelhos.
? Clareia e uniformiza a pele.
? Ação antissinais.
? Promove efeito matte e toque seco.
? Contém Argila orgânica que auxilia no controle da oleosidade e repõe minerais à pele.
? Vitamina E, Aloe Vera e Pantenol com ação hidratante e antioxidante.
? Resistente à água.
? Oil free.
? Dermatologicamente testado, hipoalergênico, não comedogênico.
? Uso diário.

Ativos:
 Niacinamida, Polímero Natural, Tinosorb M, Dióxido de Titânio, Uvinul A Plus, Neo Heliopan AP.

Modo de Usar: 
Agite antes de usar. Proteção imediata. Aplique abundantemente antes da exposição ao sol. Resistente à água: mantém a proteção solar por 40 minutos dentro da água. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. É necessária a reaplicação do produto para manter a sua efetividade. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido.

Registro ANVISA: 25351.682379/2018-41";"Luzimar l.
02/09/2024
Conforto com qualidade
Produto com de alta qualidade nos resultados no rosto.
Sim, eu recomendo este produto
Esta avaliação foi útil?
0
Norma S.
12/04/2024
Muito bom! Não arde os olhos, proteção excelente e clareia mesmo à pele. Amo!!!
Sim, eu recomendo este produto
Esta avaliação foi útil?
0
Jussane g.
08/01/2024
P minha pele não deu ele é bem oleoso
Não, eu não recomendo este produto
Esta avaliação foi útil?
0
Dalleth T.
03/01/2024
Protetor levinho e ótimo para o dia a dia. Tô sempre recomprando
Sim, eu recomendo este produto
Esta avaliação foi útil?
0";4.6;"2024-09-18 11:27:10.849791";19.2;64;7;28.2;40;8;31.4;52;10;21;69;5;24.1;61;8
"Protetor Solar Facial Hidratante Garnier Skin - Uniform & Matte Vitamina C FPS 50 - Negra";"Marca Garnier Skin";"https://recs.algorecs.com/rrserver/api/find/v1/track/click/c85912f892c73e30?a=c85912f892c73e30&vg=fb006388-7421-4d39-4f77-7c6481615c76&pti=2&pa=find&hpi=0&stn=PersonalizedProductSearchAndBrowse&stid=184&rti=2&sgs=&u=&mvtId=-1&mvtTs=1726669624217&uguid=fafe6388-7421-4d39-4f77-7c6481615c76&channelId=WEB&s=fde86c9c-3508-4ee2-a198-561a3c46d33e&pg=-1&page=1&query=protetor+solar+facial&lang=pt&searchConfigId=5b44b8a0947195000ef22caf&searchType=CATALOG&p=46230&ind=12&ct=https%3A%2F%2Fwww.epocacosmeticos.com.br%2Fprotetor-solar-hidratante-garnier-uniform-e-matte-vitamina-c%2Fp&redirect=true";"39,71";"Brinde Card Sample Banderas Icon Woman 1Un (Imagem Ilustrativa)";"SEM COMENTARIOS";0;"2024-09-18 11:27:10.849791";19.2;64;7;28.2;40;8;31.4;52;10;21;69;5;24.1;61;8
"Protetor Solar Facial L'Oréal Paris Solar Expertise Antirrugas Com Cor FPS60 - 40g";"Marca L'Oréal Paris";"https://recs.algorecs.com/rrserver/api/find/v1/track/click/c85912f892c73e30?a=c85912f892c73e30&vg=fb006388-7421-4d39-4f77-7c6481615c76&pti=2&pa=find&hpi=0&stn=PersonalizedProductSearchAndBrowse&stid=184&rti=2&sgs=&u=&mvtId=-1&mvtTs=1726669624217&uguid=fafe6388-7421-4d39-4f77-7c6481615c76&channelId=WEB&s=fde86c9c-3508-4ee2-a198-561a3c46d33e&pg=-1&page=1&query=protetor+solar+facial&lang=pt&searchConfigId=5b44b8a0947195000ef22caf&searchType=CATALOG&p=33700&ind=13&ct=https%3A%2F%2Fwww.epocacosmeticos.com.br%2Fsolar-expertise-facial-antirrugas-fps-60-l-oreal-paris-protetor-solar-com-cor%2Fp&redirect=true";"46,62";"O Protetor Solar com Cor Solar Expertise Facial Antirrugas FPS 60 da L'oréal Paris é um protetor solar facial de uso diário desenvolvido para todos os tipos de pele. Sua fórmula possui filtros solares MEXORYL SX + XL de altíssima eficácia que entrega alta proteção contra os raios UVA/UVB, prevenindo o envelhecimento cutâneo provocado pela exposição ao sol (rugas e manchas solares). 

Dupla ação antienvelhecimento: com Ativo Hialurônico, hidrata a pele reduzindo e prevenindo o surgimento de rugas graças a sua ação preenchedora.

Além de alta proteção UVA/UVB contra os efeitos do sol, possui textura leve e fácil de espalhar. Sua fórmula de alta tecnologia é de fácil aplicação, possui rápida absorção oil-free e resistência à água.

Seu rosto até 60 vezes mais protegido do que se você não tivesse aplicado o produto.

Resultado:
- Imediatadamente: uniformiza o tom da pele. Efeito matte o dia todo.
- Em apenas 15 dias: deixa a pele mais macia, melhora a elasticidade e aumenta a luminosidade.

Benefícios
- Alta proteção contra raios UVA e UVB
- Rosto até 60 vezes mais protegido.
- Proteção com cor anti-imperfeições
- Previne rugas e hidrata a pele, devido ao Ativo Hialurônico.
- Previne o envelhecimento solar
- Previne rugas e manchas solares
- Rápida absorção
- Oil-free

Modo de Usar:
Aplique abundantemente sobre a pele 30 minutos antes da exposição ao sol. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. 

A Linha:
Os Laboratórios L'Oréal Paris desenvolveram o Solar Facial Expertise que oferece proteção solar de amplo espectro contra os raios UVA, responsáveis pelo envelhecimento da pele, e UVB, que causam queimaduras solares. Previne a aparição de rugas, manchas solares e queimaduras provocadas pelo sol, preservando a elasticidade e a hidratação natural da pele. As fórmulas são resistentes à água, com textura leve de rápida absorção.";"Maria z.
12/09/2024
A textura nem leve demais ,nem pesada. Super indico
A linha da L'Oréal está de parabéns pelos seus produtos,que vai dá leveza na pele até na facilidade de aplicação .
Sim, eu recomendo este produto
Esta avaliação foi útil?
0
Andréa H.
26/08/2024
Recomendo
Ótima cobertura
Sim, eu recomendo este produto
Esta avaliação foi útil?
0
Idalina m.
10/08/2024
Se o produto é bom
Muito bom, excelente qualidade
Sim, eu recomendo este produto
Esta avaliação foi útil?
0
Thays N.
17/07/2024
Eu adoro os protetores solares da L'Oreal, pra mim são os melhores em custo benefício. Ofere Boa cobertura e são sequinhos.
Sim, eu recomendo este produto
Esta avaliação foi útil?
0";4.8;"2024-09-18 11:27:10.849791";19.2;64;7;28.2;40;8;31.4;52;10;21;69;5;24.1;61;8
